,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12
1,-0.8356345849167433,-0.03612661328615285,0.27376169668651507,0.026726482911839433,-0.06528463654689887,-0.04358997920662766,-0.04193236335838346,-0.24021333853015037,0.9603353437665243,-0.35032729080475455,0.28705994618489594,0.04520589347701076
2,2014-03-28,2014-03-29,2014-03-30,2014-03-31,,,,,,,,
3,-1.287670585307633,0.510536684224359,-0.9626241782696665,-0.29639522194858436,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.01,1.5,0.1,rbf,,,,,,,,
