predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,weather,gsm,amusement,system
2014-04-19,AS14.26,2014-04-16-2014-04-18,8.0,0,1,6.666666666666667,0.26666666666666666,0.26666666666666666,0.08143168588312262,0.0775152855007737,0.022857318672839504,0.04350215277777778,0.0004161844135802469,0.0,0.42857142857142855,0.0,0.1048729899691358
2014-04-20,AS14.26,2014-04-17-2014-04-19,8.0,0,1,7.066666666666666,0.5333333333333333,0.5333333333333333,0.12472811421807761,0.07621381559305722,0.0252135725308642,0.04047833333333334,0.0004161844135802469,0.0,0.3333333333333333,0.0,0.06818451003086422
2014-04-21,AS14.26,2014-04-18-2014-04-20,6.4,1,0,7.733333333333333,0.7333333333333334,0.9333333333333332,0.10851186023673108,0.08017807870643374,0.01972363040123457,0.05244564814814815,0.0,0.0,0.3333333333333333,0.0002479899691358025,0.0635985763888889
2014-04-22,AS14.26,2014-04-19-2014-04-21,7.25,1,0,7.466666666666666,0.46666666666666673,0.6666666666666666,0.11421094474085941,0.06958653549721211,0.015594849537037039,0.04605766589506174,0.0,0.0,0.0,0.0009831095679012347,0.04939189429012345
2014-04-23,AS14.26,2014-04-20-2014-04-22,6.2,1,0,7.216666666666666,0.3,0.6666666666666666,0.0780247333740476,0.08654015432905267,0.021671288580246917,0.04870702546296296,0.0,2.3993055555555547e-05,0.0,0.0009831095679012347,0.030179089506172863
2014-04-24,AS14.26,2014-04-21-2014-04-23,5.8,1,0,6.616666666666667,0.16666666666666666,0.39999999999999997,0.09909944439169265,0.084388668993373,0.023920088734567902,0.04011267361111112,0.0,7.114969135802468e-05,0.09523809523809523,0.0007779706790123457,0.034528229166666695
2014-04-25,AS14.26,2014-04-22-2014-04-24,6.6,0,1,6.416666666666667,0.2333333333333333,0.26666666666666666,0.09339646404701239,0.08337347609301411,0.029977133487654312,0.03203853395061729,0.0,0.00021489197530864197,0.19047619047619047,0.0002992746913580247,0.05937693287037041
2014-04-26,AS14.26,2014-04-23-2014-04-25,8.0,0,1,6.2,0.13333333333333333,0.06666666666666667,0.0944253964584278,0.09171510417520268,0.0363126774691358,0.03773850694444445,0.0005294714506172839,0.0005913888888888889,0.23809523809523805,0.00047043981481481486,0.06356106867283953
2014-04-27,AS14.26,2014-04-24-2014-04-26,7.8,0,1,6.8,0.39999999999999997,0.3333333333333333,0.15710253242246797,0.0895232754688204,0.04335951774691358,0.030803040123456794,0.0009873649691358023,0.0005442322530864197,0.2857142857142857,0.0006429822530864197,0.06082796682098768
2014-05-02,AS14.26,2014-04-29-2014-05-01,7.2,0,1,6.533333333333334,0.13333333333333333,0.3333333333333333,0.09943727019998205,0.06797005015850804,0.024596095679012355,0.024262804783950622,0.0,0.00022883101851851848,0.2380952380952381,0.00014497299382716048,0.02070270447530864
2014-05-03,AS14.26,2014-04-30-2014-05-02,7.8,0,1,6.733333333333333,0.0,0.46666666666666673,0.11462691760319221,0.06881769675899435,0.026901168981481493,0.023895370370370372,0.000279375,4.65895061728395e-05,0.2380952380952381,0.00132869212962963,0.018327303240740733
2014-05-04,AS14.26,2014-05-01-2014-05-03,7.4,0,1,7.266666666666667,0.06666666666666667,0.6666666666666666,0.10210348569911148,0.05474932485340555,0.01506662037037037,0.02870668595679013,0.000279375,4.65895061728395e-05,0.38095238095238093,0.0013787962962962964,0.01889288966049382
2014-05-05,AS14.26,2014-05-02-2014-05-04,6.5,1,0,7.466666666666666,0.0,0.6666666666666666,0.06900133783513497,0.050448526241529124,0.012163244598765435,0.03533605709876544,0.000279375,4.65895061728395e-05,0.14285714285714285,0.001678005401234568,0.00913202546296296
