predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,weather,gsm,amusement,system
2014-03-24,AS14.30,2014-03-21-2014-03-23,7.8,1,0,7.733333333333333,-0.6000000000000001,1.0666666666666667,0.18476958350597927,0.15579017360453243,0.06419555555555555,0.0,0.0,0.026096643518518526,0.0,0.0014156520061728406,0.1111111111111111,0.046329791666666655,0.013159000771604935
2014-03-25,AS14.30,2014-03-22-2014-03-24,8.0,1,0,7.733333333333333,-0.5333333333333333,1.0,0.1620410056408059,0.17856933255714394,0.07569756172839505,0.0007487345679012346,0.0005302854938271604,0.0333096913580247,0.0,0.001473792438271606,0.0,0.04122889660493826,0.01406724151234568
2014-03-26,AS14.30,2014-03-23-2014-03-25,6.8,1,0,7.866666666666667,-0.3333333333333333,1.0,0.13315970987582346,0.1837089120375889,0.07788983024691358,0.0008468402777777778,0.0005302854938271604,0.034116246141975316,0.0,0.001473792438271606,0.044444444444444446,0.045111666666666654,0.015857573302469136
2014-03-27,AS14.30,2014-03-24-2014-03-26,7.75,1,0,7.533333333333334,-0.06666666666666667,0.8666666666666667,0.159713926915137,0.20026631173344311,0.08869891975308643,0.0008468402777777778,0.0015310648148148147,0.03413678240740741,0.0,8.162422839506174e-05,0.37777777777777777,0.03390065972222222,0.017732858796296297
2014-03-28,AS14.30,2014-03-25-2014-03-27,7.8,0,1,7.516666666666667,-0.25,0.8666666666666667,0.16506711334437021,0.20839738812343575,0.09845559799382719,0.00014847993827160494,0.0011406018518518516,0.0354051774691358,0.0,2.3483796296296305e-05,0.4222222222222222,0.03650336419753087,0.01885269675925926
2014-03-29,AS14.30,2014-03-26-2014-03-28,8.4,0,1,7.45,-0.18333333333333335,0.8666666666666667,0.2031539087851957,0.2154008912092742,0.09271565586419754,0.00010086805555555554,0.0014049652777777775,0.03518300540123458,0.00010261959876543212,2.3483796296296305e-05,0.4222222222222222,0.03290702546296297,0.01751675925925925
2014-03-30,AS14.30,2014-03-27-2014-03-29,7.6,0,1,7.983333333333334,-0.7166666666666667,1.0,0.1803549459393321,0.20441573303146862,0.09926875385802468,0.00010086805555555554,0.0012728086419753087,0.02956786651234569,0.00010261959876543212,0.0,0.13333333333333333,0.041327445987654324,0.014870941358024687
2014-03-31,AS14.30,2014-03-28-2014-03-30,7.6,1,0,7.933333333333333,-0.8666666666666666,1.0,0.16452721170666298,0.18073726467144344,0.0840153510802469,5.0493827160493826e-05,0.0013036882716049383,0.02300934027777778,0.0010994367283950618,3.885030864197532e-06,0.22222222222222224,0.040324606481481486,0.012668375771604935
2014-04-01,AS14.30,2014-03-29-2014-03-31,7.8,1,0,7.866666666666667,-1.133333333333333,1.0,0.1598979912127828,0.162603476088908,0.09080802083333332,0.0,0.0010393248456790124,0.018971111111111116,0.0011938387345679013,3.885030864197532e-06,0.17777777777777778,0.037474783950617284,0.010281049382716052
2014-04-02,AS14.30,2014-03-30-2014-04-01,7.6,1,0,7.666666666666667,-1.0666666666666667,1.0666666666666667,0.16810656024943013,0.14488258488016365,0.07205837191358028,0.00022092592592592593,0.0001707021604938272,0.016847777777777777,0.0013029243827160494,3.885030864197532e-06,0.3111111111111111,0.03850202160493827,0.025886631944444443
2014-04-03,AS14.30,2014-03-31-2014-04-02,8.0,1,0,7.666666666666667,-0.8666666666666667,0.9333333333333335,0.18513799589183674,0.13475001156698038,0.0692093441358025,0.00027126543209876543,0.0,0.011155405092592593,0.0003061072530864198,0.0,0.17777777777777778,0.03588776234567901,0.024667226080246917
2014-04-04,AS14.30,2014-04-01-2014-04-03,7.8,0,1,7.8,-0.5333333333333333,0.9333333333333332,0.148689122714504,0.14048967977916746,0.04709607253086421,0.00027126543209876543,0.0004052006172839506,0.018623969907407414,0.00011684027777777776,0.0,0.19999999999999998,0.051814212962962965,0.027366300154320993
2014-04-05,AS14.30,2014-04-02-2014-04-04,8.0,0,1,7.8,-0.5333333333333333,0.8666666666666667,0.14381920021533692,0.15112550539918881,0.04866697530864198,0.0014849729938271605,0.0004052006172839506,0.019708777006172847,0.0002926543209876543,0.0,0.0888888888888889,0.05047091435185185,0.0153873688271605
2014-04-06,AS14.30,2014-04-03-2014-04-05,8.0,0,1,7.933333333333334,-0.6,1.0,0.11175417974605721,0.15224184413658984,0.04089389660493827,0.001516226851851852,0.0004440625,0.0218075038580247,0.0002926543209876543,0.0,0.13333333333333333,0.057538163580246916,0.017144598765432104
2014-04-07,AS14.30,2014-04-04-2014-04-06,7.6,1,0,7.933333333333334,-1.0666666666666667,1.0,0.10037593936692983,0.1362678047830677,0.03397529320987654,0.001516226851851852,3.886188271604939e-05,0.014642588734567905,0.00028489969135802473,0.0003761766975308642,0.11111111111111112,0.058002488425925924,0.015570123456790125
2014-04-08,AS14.30,2014-04-05-2014-04-07,7.8,1,0,7.866666666666667,-0.6666666666666666,1.0,0.09351321973992192,0.1388636342620041,0.0499757561728395,8.159336419753085e-05,3.886188271604939e-05,0.012812472993827163,0.000631782407407407,0.0006650887345679013,0.044444444444444446,0.05287586419753087,0.01677889274691358
2014-04-09,AS14.30,2014-04-06-2014-04-08,7.75,1,0,7.8,-0.6,1.0,0.12400428947695254,0.16488704475355742,0.0700491049382716,0.0001320138888888889,0.0,0.01324889274691358,0.000643398919753086,0.0006650887345679013,0.0,0.053276477623456796,0.02750956018518518
2014-04-10,AS14.30,2014-04-07-2014-04-09,8.2,1,0,7.716666666666666,-0.3666666666666667,1.0,0.14730345401017886,0.19542607252428565,0.08540083719135803,0.0001320138888888889,1.5474537037037038e-05,0.014958097993827158,0.000643398919753086,0.00028891203703703707,0.17777777777777778,0.057475976080246904,0.03180206404320988
2014-04-11,AS14.30,2014-04-08-2014-04-10,7.666666666666668,0,1,7.916666666666667,-0.7000000000000001,1.0,0.15117048316005977,0.17648538193768926,0.06440069444444445,0.00020942901234567908,1.5474537037037038e-05,0.016630200617283947,0.0003115817901234568,0.0,0.2222222222222222,0.0630879899691358,0.026920547839506172
2014-04-12,AS14.30,2014-04-09-2014-04-11,7.8,0,1,7.872222222222223,-0.7222222222222222,0.8888888888888888,0.14708290591324027,0.18911468749704918,0.0754906288580247,0.00019667052469135807,1.5474537037037038e-05,0.01848708333333333,0.0002999652777777778,3.098765432098765e-05,0.3111111111111111,0.06663229938271605,0.020475088734567905
2014-04-13,AS14.30,2014-04-10-2014-04-12,7.2,0,1,7.888888888888889,-0.8888888888888888,0.9555555555555554,0.11388240038172985,0.16420889661083984,0.0652098186728395,0.00019667052469135807,0.0,0.019478958333333334,0.0002999652777777778,3.098765432098765e-05,0.13333333333333333,0.06236649691358026,0.015954247685185188
2014-04-14,AS14.30,2014-04-11-2014-04-13,7.75,1,0,7.555555555555556,-1.0888888888888888,0.9555555555555556,0.09565893414424614,0.15924160107970237,0.05825376929012346,0.0002122608024691358,0.00018241512345679015,0.019989506172839507,0.0,3.098765432098765e-05,0.11111111111111112,0.06472266203703704,0.01655766975308642
2014-04-15,AS14.30,2014-04-12-2014-04-14,7.6,1,0,7.583333333333333,-0.9500000000000001,1.0666666666666667,0.10367911047875468,0.13133813271827902,0.04243947145061727,9.300540123456789e-05,0.00018241512345679015,0.01906067901234568,0.0,0.0,0.022222222222222227,0.055927993827160495,0.012672812500000004
