predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,gsm,amusement,system
2014-03-21,AS14.08,2014-03-17-2014-03-20,6.6,0,1,6.300000000000001,-0.15000000000000002,0.65,0.03864698955859347,0.01637982927745691,0.022485711805555555,0.0,0.02517920717592593,0.038461538461538464,0.0004897598379629629,0.014448547453703707
2014-03-22,AS14.08,2014-03-18-2014-03-21,6.4,0,1,6.6,-0.25,0.7500000000000001,0.039493676260867756,0.020544285294772296,0.012978778935185186,0.0,0.008139997106481481,0.11538461538461539,0.0004897598379629629,0.015049230324074077
2014-03-23,AS14.08,2014-03-19-2014-03-22,7.2,0,1,6.6,-0.30000000000000004,0.8,0.037928699428470665,0.01923764177839513,0.023430532407407407,0.0,0.008282705439814813,0.11538461538461539,7.659432870370369e-05,0.015109160879629633
2014-03-24,AS14.08,2014-03-20-2014-03-23,6.8,1,0,6.6499999999999995,-0.3,0.75,0.03272061497030125,0.017927228008845338,0.021580436921296298,0.0,0.011053822337962961,0.13461538461538464,0.0,0.01540029803240741
2014-03-25,AS14.08,2014-03-21-2014-03-24,7.2,1,0,6.75,-0.45,0.8,0.029916623741993595,0.020448764468094818,0.021333373842592596,0.0,0.014036710069444444,0.11538461538461539,0.0,0.0014032175925925928
2014-03-26,AS14.08,2014-03-22-2014-03-25,6.5,1,0,6.9,-0.5,0.9,0.03190546361145912,0.014280818867048736,0.018418258101851853,0.0,0.012173712384259258,0.057692307692307696,0.00025787037037037044,0.0008517824074074074
2014-04-06,AS14.08,2014-04-02-2014-04-05,7.6,0,1,7.125,0.012499999999999997,1.1458333333333333,0.06164888674952436,0.01891025463050163,0.01733228009259259,0.0,0.009386626157407407,0.038461538461538464,0.0002779571759259259,0.0009956973379629632
2014-04-07,AS14.08,2014-04-03-2014-04-06,7.0,1,0,7.375,0.1125,1.2583333333333333,0.06139655873187915,0.02064404513893857,0.013056006944444445,0.0,0.010325951967592593,0.038461538461538464,0.00025445601851851855,0.0010713628472222225
2014-04-08,AS14.08,2014-04-04-2014-04-07,6.5,1,0,7.375,0.1125,1.175,0.06732287077134252,0.025286510415651182,0.013097549189814817,0.0,0.011742705439814816,0.17307692307692307,0.0013204166666666668,0.0018770862268518518
2014-04-09,AS14.08,2014-04-05-2014-04-08,6.25,1,0,7.125,-0.012499999999999997,0.9875,0.0740789506815164,0.029045130207582752,0.01514848090277778,0.0,0.010109241898148151,0.1346153846153846,0.0015899971064814815,0.001650520833333333
2014-04-10,AS14.08,2014-04-06-2014-04-09,7.6,1,0,6.8375,0.0,0.8125,0.05206698181934093,0.03098075520868102,0.01751633680555556,0.0,0.014036440972222225,0.1346153846153846,0.0013674623842592595,0.0019195688657407404
2014-04-11,AS14.08,2014-04-07-2014-04-10,7.6,0,1,6.8375,0.3,0.85,0.10189023868282424,0.039848657406314644,0.025704360532407412,0.0,0.015033130787037042,0.1346153846153846,0.0020031510416666665,0.002086608796296296
