,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,2014-03-18,2014-03-19,2014-03-20,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-0.3548909187316891,0.18007183074951172,-0.42088756561279261,-0.22035255432128942,-0.42038879394531214,0.37963123321533221,-0.020842742919922053,0.3791415214538576,-0.3209691047668457,-0.48687187830607215,-0.57004547119140625,0.34651915232340613,-0.020928573608398615,0.77966890335082972,0.37889165878295916,-0.22101917266845739,0.17953348159790039,0.67896604537963867,0.57890834808349645,0.77892885208129847,0.17890071868896484,-0.3209843635559082,-0.56998395919799805,0.78060016632080043,0.77885923385620082,0.17899990081787109,0.77933416366577113,-0.22109451293945348,-0.42015037536621058,-0.82032871246337891,-0.81835031509399414,-1.0199267387390138,-1.0692696571350098,-0.14890034993489465,0.1792149543762207,0.37927312850952166,0.57899894714355504,-0.021012020111084162,-0.15412505467732629
2,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.22020664215087926,-0.62057380676269513,-0.82042312622070312,0.98052053451538068,-0.42104587554931605,-0.42055282592773402,-0.82021379470825195,-1.2191518783569339,-0.14689000447591027,-0.4873525301615409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
