,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-05-12,2014-05-13,2014-05-14,2014-05-15,2014-05-16,2014-05-17,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-27,2014-05-28,2014-05-29,2014-05-30
1,-0.30141258239746094,-1.3024272918701172,0.5376861890157052,-0.30465221405029297,0.69579982757568359,-0.30599880218505859,-0.30248689651489258,-0.10254316329956037,-0.052195549011230469,-0.30292034149169922,-0.55099010467529297,-0.10203247070312482,1.8973085403442376,0.69278335571289062,0.49444274902343732
2,2014-05-23,2014-05-24,2014-05-25,2014-05-26,,,,,,,,,,,
3,-0.46785847345988074,0.10692348480224645,-0.053557872772216797,-0.90346870422363246,,,,,,,,,,,
