,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.47972640991210902,-0.090119743347168324,-0.4061894416809082,-0.21874914169311488,-1.744045925140381,-0.0089397430419921875,1.1388182640075684,-0.098101997375488637,-0.088696765899658025,0.46910839080810529,0.52036962509155238,0.95221576690673793,-0.18059635162353516,-0.30541782379150373,-0.044433784484863459,0.28707723617553693,0.46780061721801758,-0.32337846755981481,0.040988063812255504,-0.44957427978515607,-0.64818773269653285,-0.063128089904784801,0.16152159372965613
2,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,,,,,,,,,,,,,,,,,
3,-0.016019725799560902,-0.08565130233764684,1.6392124493916835,0.27524471282958984,0.11654644012451154,-0.45572595596313459,,,,,,,,,,,,,,,,,
