,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-1.0392546653747559,0.16501016616821307,0.95979738235473633,0.95985221862792969,-0.63996896743774379,0.21349000930786133,-0.83959798812866193,-1.2378947257995607,-0.43611993789672887,0.96119880676269531,0.75973491668701154,0.16053171157836932,0.76085071563720685,0.36011114120483434,-0.53871488571166992
2,2014-04-28,2014-04-29,2014-04-30,2014-05-01,,,,,,,,,,,
3,0.95975351333618164,-0.44028081893920934,-0.83846597671508771,-0.22837228775024432,,,,,,,,,,,
