,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-05-14,2014-05-15,2014-05-16,2014-05-17,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-06-02,2014-06-03,2014-06-04,2014-06-05,2014-06-06
1,-1.709274101257324,0.021034622192383168,0.089777946472167969,0.67844161987304652,0.28344745635986346,0.49100246429443395,0.083876609802246094,-0.72499446868896467,-0.27014198303222692,-0.11978073120117205,0.31166286468505877,0.091914176940917969,0.075400352478027344,-0.72685127258300763,-0.11237621307373047,0.87848548889160138,0.06728363037109375,0.074678421020507812,0.57020473480224609
2,2014-05-28,2014-05-29,2014-05-30,2014-05-31,2014-06-01,,,,,,,,,,,,,,
3,-0.31297245025634801,0.087517738342285156,0.50227203369140661,0.066309928894042969,-0.094582239786785038,,,,,,,,,,,,,,
