predict_day,user,window,true_mood,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
2014-04-03,AS14.29,2014-04-02-2014-04-02,7.25,8.5,0.25,1.5,0.15358132140520142,0.031572233788945074,0.010675289351851854,0.0,0.004341469907407406,0.025264699074074082,0.0,0.14285714285714285,8.128472222222222e-05,0.0027378587962962964
2014-04-04,AS14.29,2014-04-03-2014-04-03,8.0,7.25,-1.0,0.25,0.1886913420889081,0.0455941203733285,0.021637974537037044,0.0,0.015041608796296294,0.01726834490740741,0.001049965277777778,0.0,0.0,0.0015395138888888887
2014-04-05,AS14.29,2014-04-04-2014-04-04,8.2,8.0,-1.25,0.75,0.015126292203892644,0.04591523146739713,0.009568356481481485,0.0,0.0014620601851851852,0.022965972222222214,0.009003472222222225,0.07142857142857142,0.001991504629629629,0.00015650462962962965
2014-04-06,AS14.29,2014-04-05-2014-04-05,7.75,8.2,0.8,0.8,0.14988214995833685,0.07877405092948014,0.028444317129629627,0.0,0.009898287037037035,0.03198070601851853,0.003668912037037037,0.14285714285714285,0.0,0.0017581481481481484
2014-04-07,AS14.29,2014-04-06-2014-04-06,7.2,7.75,0.0,0.8,0.11463534506164205,0.11032295138471652,0.024791261574074075,0.0,0.004008321759259261,0.0824498148148148,0.0,0.42857142857142855,0.0,0.0029744444444444445
2014-04-08,AS14.29,2014-04-07-2014-04-07,7.8,7.2,-0.6,0.2,0.19540927482103945,0.1295361805624432,0.028820752314814825,0.0,0.009224120370370369,0.08480237268518516,0.0,0.0,0.000545625,0.003086099537037038
2014-04-09,AS14.29,2014-04-08-2014-04-08,7.6,7.8,-0.8,1.0,0.13756706347311956,0.17214472222659324,0.05249741898148148,0.0,0.016584155092592586,0.07928859953703707,0.002117928240740741,0.2857142857142857,0.008064814814814816,0.01401311342592592
2014-04-10,AS14.29,2014-04-09-2014-04-09,8.6,7.6,0.4,0.4,0.06840374522127911,0.06501592593336547,0.0364804976851852,0.0,0.006936678240740746,0.036971284722222233,0.0,0.0,0.0,0.002741550925925925
2014-04-11,AS14.29,2014-04-10-2014-04-10,7.2,8.6,0.4,1.4,0.1676437975828992,0.08461251154541967,0.022903460648148143,0.0,0.007767534722222223,0.04027712962962962,0.0,0.2857142857142857,0.0005694560185185186,0.0048370601851851856
2014-04-12,AS14.29,2014-04-11-2014-04-11,8.25,7.2,0.2,0.6,0.01897823474799861,0.07971217592557275,0.02904466435185186,0.0003146180555555556,0.011436400462962962,0.03672476851851851,0.0,0.0,0.001160162037037037,0.00034884259259259265
