predict_day,user,window,true_mood,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
2014-04-13,AS14.29,2014-04-12-2014-04-12,8.2,8.25,1.0,0.75,0.11546995747559542,0.0308525462862518,0.02126774305555556,0.0,0.0033799189814814807,0.0017358796296296295,0.0016003125,0.07142857142857142,0.0011202083333333333,0.0009610185185185187
2014-04-14,AS14.29,2014-04-13-2014-04-13,8.0,8.2,0.0,0.6,0.07499411788569071,0.12934634257521893,0.028314085648148142,0.0,0.006473634259259261,0.044619189814814816,0.002058125,0.0,0.0,0.004422997685185186
2014-04-15,AS14.29,2014-04-14-2014-04-14,8.25,8.0,-0.8,1.0,0.14115802099173555,0.09077321760632373,0.02353125000000001,0.0,0.008994583333333337,0.06135087962962961,0.0,0.0,0.0010586689814814814,0.0040155787037037035
2014-04-16,AS14.29,2014-04-15-2014-04-15,7.8,8.25,-0.5,1.0,0.19738316762908886,0.10654966430807557,0.05011833333333335,0.0,0.00946922453703704,0.04517447916666666,0.0,0.07142857142857142,0.0004995370370370369,0.001263460648148148
2014-04-17,AS14.29,2014-04-16-2014-04-16,7.6,7.8,0.0,1.0,0.031889568580213065,0.13786717591738254,0.03602609953703703,1.162037037037037e-05,0.007325254629629628,0.05982752314814815,0.004753831018518518,0.42857142857142855,0.025034293981481482,0.0038953935185185203
2014-04-18,AS14.29,2014-04-17-2014-04-17,8.0,7.6,0.8,0.8,0.10466354394673524,0.07320626157577392,0.10246,0.0,0.009558541666666665,0.030728761574074063,0.0008034027777777778,0.42857142857142855,0.0002582175925925926,0.002346562500000001
2014-04-19,AS14.29,2014-04-18-2014-04-18,7.0,8.0,-0.25,0.25,0.1547806052191322,0.10422732639367928,0.032934699074074064,0.0,0.016143206018518524,0.05363405092592593,0.0007511805555555557,0.14285714285714285,0.0056468981481481465,0.006194074074074076
2014-04-20,AS14.29,2014-04-19-2014-04-19,7.5,7.0,-0.6,0.2,0.07083333333333326,0.08687541666130222,0.024893113425925924,0.0,0.385220150462963,0.04970659722222224,0.00035046296296296296,0.2857142857142857,0.0,0.0041628819444444465
2014-04-21,AS14.29,2014-04-20-2014-04-20,7.2,7.5,-0.5,0.75,0.008417145593869736,0.035702673613473235,0.011745787037037035,0.0,0.0024538078703703705,0.018612615740740742,0.0,0.0,0.0,0.0008253587962962964
2014-04-22,AS14.29,2014-04-21-2014-04-21,6.4,7.2,0.0,0.4,0.11076388888888887,0.04336827546634057,0.014289270833333334,0.0,0.0037963541666666658,0.02375180555555556,0.0,0.0,0.0,0.0003938078703703703
2014-04-23,AS14.29,2014-04-22-2014-04-22,7.6,6.4,-0.2,0.0,0.16646602328706814,0.14985880786070122,0.056229768518518526,0.0,0.0201685300925926,0.04539325231481482,0.007825185185185185,1.0,0.0018158564814814808,0.01938959490740741
2014-04-24,AS14.29,2014-04-23-2014-04-23,7.8,7.6,0.6,0.6,0.09481132256815117,0.13915486112512926,0.03858153935185185,0.0,0.01852083333333333,0.04725344907407407,0.00485130787037037,0.35714285714285715,0.004603634259259261,0.004533194444444442
2014-04-25,AS14.29,2014-04-24-2014-04-24,7.5,7.8,0.2,1.0,0.1866131513274128,0.11111696762343254,0.04304292824074076,0.0,0.01230407407407406,0.03669033564814815,0.006417164351851853,0.21428571428571427,0.012603807870370371,0.004833125000000001
