predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,weather,gsm,amusement,system
2014-04-19,AS14.26,2014-04-16-2014-04-18,8.0,0,1,6.666666666666667,0.26666666666666666,0.26666666666666666,0.08143168588312262,0.0775152855007737,0.022857318672839504,0.04350215277777778,0.0004161844135802469,0.0,0.42857142857142855,0.0,0.1048729899691358
2014-04-20,AS14.26,2014-04-17-2014-04-19,8.0,0,1,7.066666666666666,0.5333333333333333,0.5333333333333333,0.12472811421807761,0.07621381559305722,0.0252135725308642,0.04047833333333334,0.0004161844135802469,0.0,0.3333333333333333,0.0,0.06818451003086422
2014-04-21,AS14.26,2014-04-18-2014-04-20,6.4,1,0,7.733333333333333,0.7333333333333334,0.9333333333333332,0.10851186023673108,0.08017807870643374,0.01972363040123457,0.05244564814814815,0.0,0.0,0.3333333333333333,0.0002479899691358025,0.0635985763888889
2014-04-22,AS14.26,2014-04-19-2014-04-21,7.25,1,0,7.466666666666666,0.46666666666666673,0.6666666666666666,0.11421094474085941,0.06958653549721211,0.015594849537037039,0.04605766589506174,0.0,0.0,0.0,0.0009831095679012347,0.04939189429012345
2014-04-23,AS14.26,2014-04-20-2014-04-22,6.2,1,0,7.216666666666666,0.3,0.6666666666666666,0.0780247333740476,0.08654015432905267,0.021671288580246917,0.04870702546296296,0.0,2.3993055555555547e-05,0.0,0.0009831095679012347,0.030179089506172863
2014-04-28,AS14.26,2014-04-25-2014-04-27,8.0,1,0,7.466666666666666,0.6666666666666666,0.7333333333333334,0.15773749533640277,0.06982918981968618,0.031215000000000003,0.024705023148148153,0.0013634297839506173,0.0004975655864197531,0.4761904761904761,0.000685655864197531,0.03527913580246914
2014-04-29,AS14.26,2014-04-26-2014-04-28,6.6,1,0,7.933333333333334,0.9333333333333332,0.9333333333333332,0.174304617354292,0.05406222993393003,0.024569494598765434,0.01816541666666667,0.0008339583333333333,9.70756172839506e-05,0.619047619047619,0.0014469560185185184,0.00844054398148148
2014-04-30,AS14.26,2014-04-27-2014-04-29,6.2,1,0,7.466666666666666,0.7999999999999999,0.7333333333333334,0.11208365255928447,0.04835597222601926,0.01609164737654321,0.020347496141975313,0.0003760648148148148,0.00032590663580246904,0.4761904761904761,0.0012315624999999998,0.010520636574074073
2014-05-01,AS14.26,2014-04-28-2014-04-30,6.8,1,0,6.933333333333334,0.46666666666666673,0.5333333333333333,0.11383386217010345,0.06844423996813503,0.030066817129629636,0.02563097608024692,0.0,0.00022883101851851848,0.19047619047619047,0.001077438271604938,0.012016369598765432
2014-05-02,AS14.26,2014-04-29-2014-05-01,7.2,0,1,6.533333333333334,0.13333333333333333,0.3333333333333333,0.09943727019998205,0.06797005015850804,0.024596095679012355,0.024262804783950622,0.0,0.00022883101851851848,0.2380952380952381,0.00014497299382716048,0.02070270447530864
2014-05-03,AS14.26,2014-04-30-2014-05-02,7.8,0,1,6.733333333333333,0.0,0.46666666666666673,0.11462691760319221,0.06881769675899435,0.026901168981481493,0.023895370370370372,0.000279375,4.65895061728395e-05,0.2380952380952381,0.00132869212962963,0.018327303240740733
2014-05-04,AS14.26,2014-05-01-2014-05-03,7.4,0,1,7.266666666666667,0.06666666666666667,0.6666666666666666,0.10210348569911148,0.05474932485340555,0.01506662037037037,0.02870668595679013,0.000279375,4.65895061728395e-05,0.38095238095238093,0.0013787962962962964,0.01889288966049382
2014-05-05,AS14.26,2014-05-02-2014-05-04,6.5,1,0,7.466666666666666,0.0,0.6666666666666666,0.06900133783513497,0.050448526241529124,0.012163244598765435,0.03533605709876544,0.000279375,4.65895061728395e-05,0.14285714285714285,0.001678005401234568,0.00913202546296296
