predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,travel,weather,gsm,amusement,system
2014-03-30,AS14.06,2014-03-27-2014-03-29,7.8,0,1,7.466666666666666,0.016666666666666663,0.6833333333333332,0.13846009391797323,0.07331375772478405,0.03671108796296296,0.00016305169753086425,0.022207422839506174,0.00030869984567901223,0.0,0.060606060606060615,0.020199884259259258,0.0023087114197530858
2014-03-31,AS14.06,2014-03-28-2014-03-30,7.0,1,0,7.733333333333333,-0.06666666666666667,0.8666666666666667,0.16478317634243245,0.07627118055835182,0.023223456790123456,0.00016305169753086425,0.026029012345679014,0.00030869984567901223,1.874614197530864e-05,0.1818181818181818,0.02788106481481482,0.007520779320987651
2014-04-01,AS14.06,2014-03-29-2014-03-31,7.75,1,0,7.533333333333334,-0.06666666666666667,0.7333333333333334,0.16116139723952727,0.07849218363931149,0.017331882716049383,0.00010618055555555554,0.02326200617283951,0.0,1.874614197530864e-05,0.1818181818181818,0.02950273148148148,0.01513993055555555
2014-04-02,AS14.06,2014-03-30-2014-04-01,6.8,1,0,7.516666666666667,-0.06666666666666667,0.65,0.19925231092270435,0.09571339891648585,0.025639128086419747,0.00010618055555555554,0.026991157407407405,0.0,1.874614197530864e-05,0.2727272727272727,0.03280489197530864,0.02022894675925925
2014-04-03,AS14.06,2014-03-31-2014-04-02,7.2,1,0,7.183333333333334,-0.26666666666666666,0.5166666666666666,0.18300386710073105,0.09667706790529651,0.04063085648148148,0.0007504706790123456,0.029975775462962966,8.534722222222223e-05,0.0,0.24242424242424243,0.02113157407407407,0.015302214506172836
2014-04-04,AS14.06,2014-04-01-2014-04-03,7.0,0,1,7.25,-0.19999999999999998,0.5166666666666666,0.19932668083572444,0.09523665509566111,0.04770948302469136,0.0006442901234567901,0.02679577160493828,0.0007316242283950617,0.0,0.27272727272727276,0.016923800154320986,0.009484486882716046
2014-04-05,AS14.06,2014-04-02-2014-04-04,7.0,0,1,7.0,-0.3333333333333333,0.3333333333333333,0.1738834095428368,0.0989974305603975,0.04595546296296296,0.0006442901234567901,0.029646469907407418,0.0028533912037037035,0.0,0.18181818181818185,0.02217421296296297,0.007587862654320987
2014-04-06,AS14.06,2014-04-03-2014-04-05,7.0,0,1,7.066666666666666,-0.26666666666666666,0.46666666666666673,0.21712386980963086,0.07937584105097217,0.03422556712962963,0.0,0.02884262345679013,0.00322977237654321,0.0,0.12121212121212123,0.01886004243827161,0.007356261574074073
2014-04-07,AS14.06,2014-04-04-2014-04-06,6.2,1,0,7.0,-0.6,0.4666666666666666,0.15407447865675877,0.07231402777595286,0.022616400462962965,0.0,0.03334458333333334,0.0025834953703703705,0.0,0.09090909090909093,0.015802492283950618,0.00832577160493827
2014-04-08,AS14.06,2014-04-05-2014-04-07,6.6,1,0,6.733333333333333,-0.6666666666666666,0.4000000000000001,0.16921561203318622,0.06020996527355399,0.022065844907407404,0.0,0.03068966820987655,0.0006062075617283951,0.0,0.1818181818181818,0.0064585108024691334,0.006562681327160493
2014-04-09,AS14.06,2014-04-06-2014-04-08,7.4,1,0,6.599999999999999,-0.6,0.13333333333333333,0.13010716465385166,0.07557240354058185,0.031926342592592596,0.0006667322530864196,0.026351759259259255,0.00015994984567901236,0.0,0.2727272727272727,0.012885586419753091,0.014158368055555553
2014-04-10,AS14.06,2014-04-07-2014-04-09,7.6,1,0,6.733333333333334,-0.13333333333333333,0.26666666666666666,0.15766391485202402,0.09250613039474431,0.04468911651234569,0.0024947299382716043,0.028665721450617288,0.0011152584876543213,3.885030864197532e-06,0.2727272727272727,0.02108442515432099,0.017358194444444443
2014-04-11,AS14.06,2014-04-08-2014-04-10,7.8,0,1,7.2,0.0,0.5333333333333333,0.16744292668985938,0.09769157406908496,0.044905744598765444,0.0024947299382716043,0.03197380787037037,0.004407484567901235,0.00010472608024691358,0.3333333333333333,0.022452349537037036,0.01879886959876543
2014-04-20,AS14.06,2014-04-17-2014-04-19,8.2,0,1,6.616666666666667,-0.20000000000000004,0.5666666666666668,0.13205001891931256,0.09498433257326667,0.0425845949074074,0.0011885185185185187,0.014907565586419756,0.0018728858024691358,0.0,0.24242424242424243,0.02498446373456791,0.007459560185185183
2014-04-21,AS14.06,2014-04-18-2014-04-20,7.0,1,0,7.083333333333333,-0.0666666666666667,0.6333333333333334,0.09137897712539472,0.06861751544162814,0.03047828703703703,3.885802469135803e-05,0.015696651234567906,0.0017289814814814813,0.0,0.21212121212121215,0.017278445216049387,0.005465505401234566
2014-04-22,AS14.06,2014-04-19-2014-04-21,6.6,1,0,7.333333333333333,0.3333333333333333,0.6666666666666666,0.06872027620361436,0.06897250386207927,0.028546959876543213,0.0,0.020977465277777784,0.0010003510802469133,0.0,0.15151515151515155,0.018750478395061734,0.002847565586419753
2014-04-23,AS14.06,2014-04-20-2014-04-22,7.0,1,0,7.266666666666666,0.13333333333333333,0.6666666666666666,0.0841315796138673,0.1069520678969077,0.04598488811728397,0.00016962191358024692,0.02589171296296297,0.0014429745370370369,0.0,0.24242424242424243,0.029916215277777793,0.00687151234567901
2014-04-24,AS14.06,2014-04-21-2014-04-23,7.75,1,0,6.866666666666667,-0.06666666666666667,0.6666666666666666,0.11882150904255769,0.12337716048606384,0.0620473726851852,0.0005665162037037037,0.024281454475308648,0.0021831867283950614,0.000102554012345679,0.3636363636363637,0.03399130787037038,0.007838533950617281
2014-04-25,AS14.06,2014-04-22-2014-04-24,6.4,0,1,7.116666666666667,-0.21666666666666667,0.7166666666666667,0.17131188904322045,0.12354058255200034,0.06601413580246913,0.0005820100308641976,0.019173560956790126,0.002433958333333333,0.00016087577160493828,0.5757575757575758,0.028715162037037043,0.011818800154320986
2014-04-26,AS14.06,2014-04-23-2014-04-25,7.5,0,1,7.05,-0.4166666666666667,0.65,0.21147928933667115,0.09691918209379106,0.04863535493827159,0.0006426311728395063,0.025889799382716055,0.0025282638888888885,0.00016087577160493828,0.4545454545454546,0.01983809027777778,0.008612044753086419
2014-04-27,AS14.06,2014-04-24-2014-04-26,7.2,0,1,7.216666666666666,-0.4166666666666667,0.7166666666666667,0.23576924496545207,0.08392817515557932,0.0380379899691358,0.0007717939814814814,0.01880499614197531,0.0053529861111111104,5.832175925925927e-05,0.6666666666666666,0.015221739969135803,0.009919965277777781
2014-04-28,AS14.06,2014-04-25-2014-04-27,6.75,1,0,7.033333333333334,-0.5333333333333333,0.7999999999999999,0.17710435389433551,0.06280051312328859,0.024637831790123455,0.0007563001543209875,0.01784073688271605,0.0051931520061728395,0.0,0.42424242424242425,0.012453672839506172,0.005800416666666669
