,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-04-17,2014-04-18,2014-04-19,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-1.0460643768310547,0.15517921447753924,0.95352554321289062,-1.2456094741821291,-0.44439067840576207,0.95395565032958984,0.75341682434082013,0.95345306396484375,-0.44657554626464879,-0.84585075378417951,-0.24560661315917987,0.15368671417236346,0.75359706878662092,0.35344257354736364,-0.54639720916748047
2,2014-04-20,2014-04-21,2014-04-22,2014-04-23,,,,,,,,,,,
3,0.95345497131347656,-0.64654598236083949,0.20427703857421875,-0.84640769958496076,,,,,,,,,,,
