,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21
1,-0.16319580078125018,-0.96272659301757812,-0.15983028411865252,0.037116050720214844,-0.71302509307861328,0.037245750427246094,0.036956787109375,0.03696441650390625,-0.1630460739135744,0.28695392608642578,0.78689670562744141,0.036810874938964844,0.53700160980224609,-0.1631538391113283,-0.16274662017822283,-0.16285724639892596,-0.16267032623291033,0.23713703155517596,-0.56306419372558558,-0.21228408813476562,0.53720474243164062,0.63684616088867152,0.43691864013671911
2,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,,,,,,,,,,,,,,,,,
3,0.43771591186523473,0.53681468963623047,0.036793708801269531,-0.71306514739990234,-0.46182823181152344,-0.29584630330403527,,,,,,,,,,,,,,,,,
