,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26
1,0.37445878982543945,-0.67821483612060529,1.1374220848083496,0.83308773040771467,1.2409563064575195,0.93031167984008789,-0.15663976669311541,-0.74139289855957013,0.51424570083618182,-0.4405059814453125,-0.75668668746948242,0.23209362030029279,0.13518857955932617,-0.92335271835327148,-0.77466077804565447,-0.45879507064819336,-1.0783805847167969,0.56309270858764648,-0.298382663726807,1.1215152740478516,-0.75232744216918945,-0.20305681228637695,-0.24988880157470739,-0.43872658411661902,0.4270393371582033,0.29215669631958008,1.0461559295654297
2,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,,,,,,,,,,,,,,,,,,,,
3,0.69504594802856445,-0.058918952941894531,0.78143749237060511,-0.78175382614135724,0.95876989364623988,0.33237266540527344,0.51929998397827148,,,,,,,,,,,,,,,,,,,,
