,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-05-14,2014-05-15,2014-05-16,2014-05-17,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-05-28,2014-05-29,2014-05-30,2014-05-31,2014-06-01,2014-06-02,2014-06-03,2014-06-04,2014-06-05,2014-06-06
1,-1.7615540504455565,0.014979743957519887,0.10744667053222656,0.62995538711547816,-0.060894203186035334,0.27565021514892596,0.041951179504394531,0.026419639587402344,-0.70108156204223615,-0.21736946105957067,0.039193153381347656,0.45116510391235387,0.015311241149902344,-0.04118124643961707,-0.16766071319580078,0.83329944610595685,0.016051769256591797,0.033628940582275391,0.52227687835693359
2,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,,,,,,,,,,,,,,
3,0.23213691711425799,0.44275083541870153,0.044921398162841797,-0.77277927398681623,-0.14939823150634801,,,,,,,,,,,,,,
