,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.16825103759765625,-0.20400228500366246,-0.35468873977661097,-0.31239080429077148,0.64669981002807653,1.4285979270935059,-0.34112119674682617,-0.69074440002441406,-0.3475651741027832,0.31990289688110352,0.5591868400573734,0.35913438796997088,-0.81337881088256836,-0.27592306137084943,0.22960615158081055,-0.20036458969116211,-0.25449333190917933,0.47432107925415057,-0.1741150220235177
2,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,,,,,,,,,,,,,,
3,0.48399801254272479,-0.34089994430541992,-0.517120361328125,0.80502986907958984,0.088584709167480291,,,,,,,,,,,,,,
