,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-05-12,2014-05-13,2014-05-14,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-05-28,2014-05-29,2014-05-30
1,-0.27641534805297852,-1.2765841484069824,0.56078704198201379,-0.076291370391845525,-0.026437282562255859,-0.27697134017944336,-0.52495861053466797,-0.44252745310465613,0.12515344619751012,-0.026912212371826172,-0.87681684494018519,-0.074312019348144354,1.9232937812805169,0.72154617309570312,0.52201538085937482
2,2014-05-15,2014-05-16,2014-05-17,2014-05-18,,,,,,,,,,,
3,-0.27759599685668945,0.72292709350585938,-0.27813386917114258,-0.27659273147583008,,,,,,,,,,,
