,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02
1,0.10673991991612208,-0.3147124986881469,-1.488870884828101,-0.43870689090257553,0.7507737496442779,0.413760040397821,-0.4948349411672375,-0.3715649765556073,-0.44186630363963975,-0.08565862902189281,-0.8987963323408676,-0.8991771096995285,-0.4867123855572162,-3.4758692345974067,0.5652458518616026,-0.15196089813133273,0.49483657994069485,-1.2685503137282543,0.09770764024336298,0.32513133426049823,0.4880181903143077,1.5775894552036087,0.42537868321759564,0.5486908245915201,0.6365487550357836,-0.17415609574294777,0.47855858846964505,0.06544630225203552
2,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,,,,,,,,,,,,,,,,,,,,
3,0.10531571073757551,-0.02024958939360122,0.20597158997930176,0.23652877761294633,-0.8025822635227868,-1.1449181985992452,0.232143473338275,1.0919356224992756,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5,0.5,0.1,linear,,,,,,,,,,,,,,,,,,,,,,,,
