,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2014-03-27,2014-03-28,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21
1,0.009999999984513508,-0.7400000000247893,0.00999999996990475,0.009999999970421669,0.009999999983159924,-0.1900000000115165,0.25999999998944023,0.7599999999913551,0.009999999995305764,0.5099999999953386,-0.19000000000261075,-0.19000000000373962,-0.19000000000800643,-0.1900000000092632,0.2099999999838582,-0.5900000000117345,-0.24000000001599453,0.5099999999831111,0.6099999999902854,0.4099999999930777
2,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,,,,,,,,,,,,,,
3,0.4099999999618351,0.5099999999863867,0.009999999992135855,-0.7400000000079077,-0.490000000007881,-0.3233333333492121,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,
5,0.01,0.1,0.0001,sigmoid,,,,,,,,,,,,,,,,
