,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,2014-05-17,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-05-28,2014-05-29,2014-05-30,2014-05-31,2014-06-01,2014-06-02,2014-06-03,2014-06-04,2014-06-05,2014-06-06
1,0.6000000001227646,-0.19999999994957562,0.20000000008133334,7.005773738910648e-11,3.566125172937973e-11,-0.7999999999742986,-0.39999999995772395,6.963229992607012e-11,0.4000000000691788,4.877875880993088e-11,-0.166666666641194,-0.24999999997963318,0.8000000000251113,1.8497203768674808e-11,1.8271606450070976e-11,0.5000000000160867
2,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,,,,,,,,,,,
3,0.20000000011130759,0.4000000000216346,9.49995637711254e-12,-0.7999999999905016,-0.39999999996919655,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,
5,0.01,0.1,0.0001,sigmoid,,,,,,,,,,,,
