,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-1.4506091850583545,-1.2101451447703555,0.25818742403992445,0.20953236270739684,0.84360064367538,0.09096635315524892,-0.29264991201673407,-0.18799481639253468,-0.10903365245700325,0.25933886611524315,0.11806748576913328,-0.5027803932584574
2,2014-04-20,2014-04-21,2014-04-22,2014-04-23,,,,,,,,
3,0.7862976368241572,-0.43583406813772285,0.5042614622395689,-0.5236937014104237,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.1,1.5,0.1,rbf,,,,,,,,
