,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,2014-04-15,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-0.09619668820707705,0.5696723414687757,1.5231029651326669,0.05426745445688308,-0.5100103973103307,-0.4076402222892357,0.17787813439171352,0.5100103050852658,0.45324546152937106,-0.5319763647081501,-0.44823529550902386,0.19996179362668443,-0.4041122477590937,-0.5796964087549732,0.29853861823335137,-0.09047336761828717
2,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,,,,,,,,,,,
3,0.4592249168124827,-0.19851897328835744,-0.4596066154368783,0.7083598118676617,0.05317007497002724,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,
5,0.5,1.5,0.01,rbf,,,,,,,,,,,,
