,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12
1,-1.0083333334013131,-0.20833333340404714,0.12499999983656274,0.29166666658375373,0.1916666666249851,0.1916666666527842,-0.20833333334325133,-0.4083333333466479,0.791666666641273,-0.5416666666825316,0.54166666663654,0.29166666664980845
2,2014-03-28,2014-03-29,2014-03-30,2014-03-31,,,,,,,,
3,-1.0083333336369442,0.7916666662831622,-0.7083333333837416,-0.4583333334076496,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.5,1.5,0.1,sigmoid,,,,,,,,
