predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-29,AS14.23,2014-03-25-2014-03-28,6.8,0.175,1.075,0.3604083571173295,7.25
2014-03-30,AS14.23,2014-03-26-2014-03-29,7.0625,0.3375,1.3,0.39096381371814193,7.0
2014-03-31,AS14.23,2014-03-27-2014-03-30,7.0625,0.4,1.2875,0.3942501878872226,7.5
2014-04-01,AS14.23,2014-03-28-2014-03-31,7.1875,0.15,1.35,0.40094924359942274,7.5
2014-04-02,AS14.23,2014-03-29-2014-04-01,7.3125,0.0,1.55,0.4274205963207755,7.0
2014-04-03,AS14.23,2014-03-30-2014-04-02,7.25,0.0625,1.425,0.4454636444498879,7.0
2014-04-04,AS14.23,2014-03-31-2014-04-03,7.25,0.1875,1.375,0.4310552315232666,7.0
2014-04-05,AS14.23,2014-04-01-2014-04-04,7.125,0.5,1.25,0.4712622437890485,6.5
2014-04-10,AS14.23,2014-04-06-2014-04-09,6.6375,-0.1125,0.6625,0.3243603134467222,7.0
2014-04-11,AS14.23,2014-04-07-2014-04-10,6.6375,-0.1125,0.7124999999999999,0.3195716528707085,7.0
2014-04-12,AS14.23,2014-04-08-2014-04-11,6.95,0.05,0.8999999999999999,0.31034143728958347,7.75
2014-04-13,AS14.23,2014-04-09-2014-04-12,7.2375,-0.0625,1.0,0.33489878680442836,7.2
