Unnamed: 0,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,weather,gsm,amusement,system
2014-03-30,7.75,-1.0,1.0,0.11195652173913047,0.1003390161913854,0.04043427083333333,0.00025001157407407405,0.0,0.0056932060185185185,0.0,0.0005864583333333334,0.2,0.03677729166666669,0.01606567129629629
2014-03-31,7.0,-0.2,0.2,0.08333333333333336,0.07880677082748322,0.03893064814814815,0.001125949074074074,4.745370370370371e-05,0.00011741898148148148,0.006671099537037035,0.0,0.2,0.024039375,0.007261782407407408
2014-04-01,7.6,0.0,0.6,0.07986111111111115,0.14972321760599255,0.06087413194444442,0.001430925925925926,0.0,0.0012395601851851851,0.0015877314814814814,0.0,0.3333333333333333,0.04880278935185186,0.026553356481481483
2014-04-02,6.2,0.2,0.0,0.04138655462184872,0.04185399305489331,0.008079780092592597,0.0,0.0,0.0003915509259259259,0.0,0.00038037037037037043,0.13333333333333333,0.016307546296296292,0.01576008101851852
2014-04-03,7.6,0.0,0.6,0.18090277777777766,0.07083185184609006,0.023224756944444442,0.001126041666666667,4.675925925925926e-05,0.002426215277777777,0.017462627314814818,0.0,0.2,0.017702939814814817,0.0068081481481481465
2014-04-04,7.25,-0.75,0.75,0.07604166666666665,0.08000747684803274,0.03590895833333332,0.0005529166666666668,0.0,0.0019249884259259266,0.0031828935185185185,0.0,0.26666666666666666,0.03446450231481483,0.0032319328703703703
2014-04-05,7.5,0.0,0.75,0.11562500000000005,0.06325339121399101,0.034977766203703714,0.0,1.1712962962962966e-05,0.0012638888888888886,0.0,0.0,0.0,0.025443460648148147,0.0006256712962962963
2014-04-06,6.8,-0.4,0.8,0.13888888888888887,0.0828778703979872,0.0334325462962963,0.0005984953703703702,4.658564814814815e-05,0.003014212962962963,0.0,0.0002803703703703704,0.0,0.04141896990740742,0.0033797916666666672
2014-04-07,6.2,-0.5,0.0,0.07812500000000004,0.06196387733574265,0.030502546296296305,0.0008835416666666668,3.521990740740741e-05,0.0034856365740740737,0.004029652777777778,0.0010457407407407407,0.0,0.01918457175925925,0.0020209837962962963
2014-04-08,7.2,0.0,0.6,0.08645833333333333,0.04694128472495964,0.01994186342592593,0.0018540625,1.1944444444444444e-05,0.0003978125,0.004513217592592593,0.0,0.06666666666666668,0.20040487268518514,0.0025378240740740747
2014-04-09,6.5,0.25,0.25,0.034126984126984145,0.04980440972579851,0.019851099537037044,0.00027050925925925924,0.0,0.0003284953703703703,0.00030108796296296296,0.0,0.2,0.023627361111111102,0.0052662731481481475
2014-04-10,6.0,0.75,0.0,0.030357142857142864,0.024983645851413404,0.009570219907407413,0.0,0.0,0.0022716550925925925,0.0,0.0,0.06666666666666668,0.010666134259259255,0.001370462962962963
2014-04-11,6.8,0.0,0.6,0.11428571428571427,0.06437589119429937,0.008857650462962963,0.00027487268518518524,0.0,0.0,0.0069318055555555565,0.0,0.0,0.007997256944444442,2.324074074074074e-05
2014-04-12,7.0,0.0,0.8,0.06944444444444445,0.03288846065048818,0.019267557870370374,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.01326792824074074,0.0006840046296296298
2014-04-13,6.0,-0.8,0.0,0.1722222222222222,0.014083865737473524,0.005827048611111112,0.0,0.0,0.0,0.004757418981481481,0.0,0.06666666666666668,0.003169930555555555,0.0001527199074074074
2014-04-14,5.8,-0.2,-0.2,0.08333333333333319,0.009527650464464115,0.002160717592592593,0.0,5.820601851851852e-05,0.0,0.0008995370370370369,0.0,0.13333333333333333,0.005586458333333335,0.0008736458333333334
2014-04-15,6.0,0.0,0.0,0.08854166666666669,0.020832141199045702,0.006893888888888889,0.0017219444444444446,0.0,0.0,0.0,0.0,0.13333333333333333,0.012069409722222223,0.0013965856481481485
2014-04-16,5.5,-0.5,-0.25,0.015584415584415588,0.006814606484991531,0.0030421180555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.004855231481481482,0.00011714120370370371
2014-04-17,7.0,0.0,0.75,0.11045653907496013,0.025595462967952082,0.014676354166666673,0.00042259259259259257,0.0,0.0,0.0004979629629629631,0.0,0.13333333333333333,0.007546273148148146,0.0004248032407407407
2014-04-18,6.6,-1.2,0.6,0.11473829201101933,0.02736298611318624,0.005977951388888889,0.0009284606481481481,0.0008374074074074075,0.00044116898148148157,0.00025609953703703705,0.0,0.2,0.017230231481481475,0.0015405324074074071
2014-04-19,8.0,0.25,1.0,0.11314935064935065,0.021949965266717816,0.008813587962962959,0.0,4.662037037037038e-05,0.00042217592592592594,0.0055021527777777786,0.0,0.0,0.006762118055555558,0.00015228009259259258
2014-04-20,6.25,0.0,0.25,0.041548295454545435,0.004873622688982222,0.002872800925925926,0.0,0.0,0.0031006018518518518,0.0007098148148148147,0.0,0.0,0.0024186342592592593,2.3287037037037038e-05
