,Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
1,2014-03-23,6.75,0.75,0.25,0.03333333333333332,7160.279999732972,0.0,1.0,299.254,3187.773,35937.645000000004,0.0,0.0,0.0,68.39899999999999,18.333,193.588,0.0,3.0540000000000003,0.0
2,2014-03-24,7.25,0.5,0.5,0.07916666666666668,5929.984000682831,0.0,0.0,60.258,3151.8010000000013,1067.735,54.492,0.0,4.090999999999998,83.63300000000002,903.155,250.549,324.702,20.666999999999998,0.0
3,2014-03-25,6.2,0.4,-0.2,0.025694444444444447,7212.193001270291,1.0,0.0,327.622,2417.235000000001,3985.3389999999968,106.12,0.0,10.255999999999998,72.38,122.999,32.474000000000004,0.0,3.016,17.433
4,2014-03-26,7.75,0.5,0.75,0.0863155761862658,8552.027000188831,3.0,2.0,625.4370000000001,1505.1810000000007,2757.0009999999997,61.349,0.0,1.004,46.913,318.847,0.0,0.0,75.999,0.0
5,2014-03-27,7.8,-0.4,0.8,0.027083333333333348,4169.42199897766,1.0,0.0,210.582,790.6519999999998,2440.000000000001,0.0,0.0,0.0,96.62200000000001,501.6170000000001,1.01,112.478,0.0,14.395999999999999
6,2014-03-28,8.25,-0.25,1.0,0.07977843915343913,10467.48400187493,4.0,0.0,509.971,2641.9620000000004,5631.858000000001,56.07100000000001,0.0,6.096,245.898,293.719,983.7689999999999,17.192,70.972,0.0
7,2014-03-29,8.0,-0.4,1.0,0.08229166666666668,7516.9769990444165,5.0,0.0,454.9119999999999,3478.223000000002,3166.781,0.0,0.0,0.0,63.888999999999996,188.847,157.702,0.0,3.242,0.0
8,2014-03-30,7.75,-1.0,1.0,0.11195652173913047,8669.2909989357,2.0,1.0,1384.013,3493.521,3177.5580000000023,21.601,0.0,0.0,41.815,491.89300000000003,0.0,0.0,4.061,50.67
9,2014-03-31,7.0,-0.2,0.2,0.08333333333333336,6808.904999494551,3.0,0.0,623.375,3363.608,2077.0020000000004,97.282,0.0,4.1,49.50899999999999,10.145,576.3829999999998,0.0,4.043,0.0
10,2014-04-01,7.6,0.0,0.6,0.07986111111111115,12936.086001157757,5.0,0.0,2289.139,5259.524999999999,4216.5610000000015,123.632,0.0,0.0,64.097,107.098,137.18,729.5039999999998,5.0710000000000015,0.0
11,2014-04-02,6.2,0.2,0.0,0.04138655462184872,3616.184999942782,2.0,0.0,1302.409,698.0930000000003,1408.9719999999998,0.0,0.0,0.0,78.42599999999999,33.83,0.0,0.0,59.26199999999999,32.864000000000004
12,2014-04-03,7.6,0.0,0.6,0.18090277777777766,6119.871999502181,3.0,0.0,588.2239999999998,2006.619,1529.534,97.29,0.0,4.04,90.741,209.625,1508.7710000000006,80.247,0.0,0.0
