,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29
1,-0.20002356777174946,-1.8000385017024412,-0.6001761423958545,1.1497607252363533,-6.480089422655766e-05,-0.4000394953182047,0.2000332758535599,6.465393139620801e-05,0.9999863583148203,-0.0999792107554045,-0.3999718225834519,-0.7999639499414979,0.20000533984285163,0.39996356521355914,-1.3056374839948148e-05,-3.7045480655528706e-05,1.733333024872925,0.4000486094952116,0.20005957205039326,-0.39993432584223054
2,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,,,,
3,-0.9999409295992736,-2.2958300574416057e-05,-0.40006935078482275,-1.2001066284516888,-0.20015608899654858,0.066601149721496,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,
5,0.01,1.5,0.0001,sigmoid,,,,,,,,,,,,,,,,
