,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30
1,-0.10982196468235195,0.4275474376688946,-0.2293872962957959,-0.4624031357637133,0.6401731936111599,-0.02100210833055538,0.42514664236095,1.3889720315483753,0.026856607321422032,-0.5493602629003309,-0.4624027596932745,0.09765337277036501,0.41174903450549394,0.4279600162637278,-0.5187126674066125,-0.5258282161044727
2,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,
3,0.0459250007978067,-0.6522189678837602,-0.9318472938770448,0.1184324404502588,-0.2029810875975091,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,
5,0.5,1.5,0.1,linear,,,,,,,,,,,,
