0,0,2
-1.3358362399,-1.51031014853,-1.07440501525,-1.57440501525,-0.0744050152483,-0.474405015248,0.925594984752,
-0.585836239896,-0.0603101485312,-0.874405015248,0.675594984752,0.725594984752,1.17559498475,0.925594984752,0.675594984752,-0.0744050152483,0.525594984752,-0.874405015248,0.525594984752,0.175594984752,0.425594984752,-0.274405015248,-0.874405015248,0.125594984752,-0.574405015248,-1.07440501525,-0.274405015248,-0.0744050152483,-0.824405015248,-0.574405015248,-0.474405015248,-0.741071681915,0.125594984752,0.175594984752,0.925594984752,
