0,0,2
0.706221503485,0.227338467867,0.913748014392,0.613748014392,0.613748014392,0.613748014392,0.613748014392,0.613748014392,0.613748014392,0.613748014392,
-0.493778496515,1.12733846787,0.163748014392,0.613748014392,0.663748014392,-2.83625198561,-2.18625198561,-2.83625198561,-1.25291865227,-1.08625198561,-0.786251985608,-0.386251985608,-0.186251985608,-0.386251985608,0.213748014392,0.413748014392,0.413748014392,0.613748014392,0.413748014392,0.913748014392,0.213748014392,0.163748014392,0.163748014392,0.413748014392,0.613748014392,0.413748014392,0.413748014392,0.913748014392,-0.186251985608,0.413748014392,1.21374801439,0.813748014392,0.413748014392,0.213748014392,0.413748014392,0.213748014392,0.413748014392,0.163748014392,0.413748014392,-0.252918652275,
