0,0,2
-0.18886771803,-0.189782147114,0.00657921939148,0.206579219391,-0.593420780609,0.0565792193915,0.00657921939148,0.00657921939148,
0.31113228197,0.0102178528858,0.00657921939148,0.00657921939148,-0.393420780609,0.806579219391,0.0565792193915,0.206579219391,0.306579219391,0.00657921939148,-0.193420780609,-0.193420780609,0.0565792193915,-0.193420780609,-0.193420780609,-0.193420780609,-0.443420780609,0.00657921939148,0.00657921939148,0.00657921939148,-0.193420780609,-0.193420780609,0.00657921939148,-0.193420780609,0.806579219391,0.00657921939148,-0.443420780609,-0.193420780609,-0.193420780609,0.806579219391,-0.193420780609,0.0565792193915,
