0,0,2
0.314307025785,-0.263474369398,0.265820632278,-0.434179367722,0.365820632278,-0.634179367722,0.765820632278,-0.234179367722,
0.914307027356,0.486525617177,0.515820626468,-0.434179373532,0.165820626468,0.165820626468,-0.234179373532,-0.834179373532,0.265820626468,-0.0341793735315,0.0158206264685,0.165820626468,0.0158206264685,-0.984179373532,0.165820626468,0.365820626468,0.565820626468,-0.634179373532,0.365820626468,0.565820626468,0.765820626468,0.565820626468,0.365820626468,-0.434179373532,0.365820626468,-0.234179373532,0.0158206264685,-0.0341793735315,-0.734179373532,-0.634179373532,-1.43417937353,-0.234179373532,
