0,0,2
0.484729961455,-3.44641312308,0.583381574439,-0.0166184255611,-0.0166184255611,-0.416618425561,-2.68328509223,-0.616618425561,
0.0847299614547,0.353586876923,2.23338157444,0.983381574439,0.183381574439,-1.68328509223,0.583381574439,-0.516618425561,0.183381574439,0.483381574439,-0.0166184255611,0.733381574439,-0.616618425561,0.783381574439,0.383381574439,0.183381574439,-2.51661842556,0.383381574439,0.483381574439,0.183381574439,-0.0166184255611,-1.26661842556,-2.21661842556,-0.816618425561,-0.0166184255611,0.733381574439,-1.01661842556,-1.01661842556,-1.01661842556,0.183381574439,-0.349951758894,1.98338157444,
