0,0,2
-0.281993170537,0.123800047986,-0.0342461505537,0.365753849446,-0.234246150554,-0.0342461505537,
-0.181964189003,-0.276157462887,-0.0342405648544,-0.0342405648544,0.165759435146,0.765759435146,-0.0342405648544,-0.234240564854,-0.834240564854,-0.0342405648544,-0.284240564854,-0.0342405648544,-0.234240564854,0.765759435146,0.965759435146,-0.634240564854,-0.0342405648544,-0.0342405648544,-0.0342405648544,-0.0342405648544,-0.0342405648544,0.365759435146,0.165759435146,-0.0342405648544,
