0,0,2
0.0545203607011,0.243185257432,-0.0938698197724,-0.193869819772,0.00613018022762,-0.593869819772,-0.193869819772,-0.0938698197724,-0.0938698197724,
0.354520360701,0.643185257432,0.206130180228,0.206130180228,0.656130180228,0.156130180228,0.406130180228,1.00613018023,0.806130180228,-0.193869819772,0.00613018022762,-0.193869819772,0.206130180228,0.206130180228,0.00613018022762,-0.793869819772,-0.193869819772,-0.193869819772,0.206130180228,-0.193869819772,0.00613018022762,0.0727968468943,-0.193869819772,-0.593869819772,0.00613018022762,0.406130180228,-0.343869819772,0.00613018022762,-0.593869819772,-0.393869819772,-0.593869819772,-0.393869819772,0.00613018022762,0.156130180228,-0.193869819772,-0.343869819772,
