0,0,2
0.287581290826,0.253900930159,0.0523093261533,-0.147690673847,
-0.61241870232,-1.39609906855,0.0523093266716,-0.347690673328,-0.747690673328,1.05230932667,-0.447690673328,-0.197690673328,-0.747690673328,0.0523093266716,0.385642660005,0.552309326672,1.05230932667,-0.281024006662,0.802309326672,0.552309326672,
