0,0,2
1.13445636417,-0.499035007654,-0.857162628258,-0.257162628258,
-0.065543635835,-1.09903500765,0.142837371742,0.942837371742,0.942837371742,-0.657162628258,0.192837371742,-0.857162628258,-1.25716262826,-0.457162628258,0.942837371742,0.742837371742,0.142837371742,0.742837371742,0.342837371742,-0.557162628258,
