0,0,2
0.187259933052,0.208066258356,1.9470182939,0.61368496057,0.41368496057,-0.18631503943,
-0.412740066948,0.208066258356,0.21368496057,-0.38631503943,0.0136849605697,-1.58631503943,-0.38631503943,1.36368496057,0.21368496057,-0.18631503943,0.41368496057,0.21368496057,1.21368496057,0.11368496057,-0.18631503943,-0.58631503943,0.41368496057,0.61368496057,-0.78631503943,0.21368496057,-0.18631503943,-0.98631503943,0.0136849605697,0.280351627236,
