0,0,2
-2.50425927692,-0.262283865854,-0.669761715598,0.330238284402,0.330238284402,-0.419761715598,
-0.204259273192,0.187716134752,0.58023828451,-0.41976171549,-0.66976171549,-0.51976171549,0.83023828451,0.28023828451,0.33023828451,-0.11976171549,0.33023828451,0.0802382845099,0.28023828451,0.48023828451,-0.51976171549,-1.16976171549,-0.51976171549,0.48023828451,-0.91976171549,0.28023828451,1.08023828451,0.33023828451,-0.253095048823,-0.41976171549,
