0,0,2
-0.545961331728,0.0712811624289,-0.0780625667957,-0.928062566796,
-0.379294665061,-0.328718837571,-1.3280625668,0.505270766538,-0.328062566796,0.671937433204,-0.328062566796,-0.328062566796,-0.128062566796,-0.0780625667957,-0.328062566796,-0.578062566796,-0.128062566796,1.8719374332,0.671937433204,0.471937433204,
