0,0,2
1.00694892107,-0.140093971133,-0.550544803551,-0.150544803551,0.599455196449,-0.750544803551,0.349455196449,0.049455196449,
-0.193051087577,0.459906028049,0.649455194954,0.649455194954,-0.150544805046,0.599455194954,-0.350544805046,0.0494551949541,-0.150544805046,-0.150544805046,-0.150544805046,-0.950544805046,-0.550544805046,0.249455194954,0.449455194954,0.649455194954,1.04945519495,-0.650544805046,0.0994551949541,-0.150544805046,0.449455194954,-0.350544805046,-0.900544805046,-0.350544805046,-0.400544805046,0.0994551949541,-0.350544805046,0.849455194954,0.0494551949541,-0.900544805046,0.449455194954,-0.150544805046,
