0,0,2
-0.613027124977,-0.00815492491912,0.39816291561,0.19816291561,0.59816291561,0.39816291561,0.64816291561,-0.00183708439012,0.64816291561,
-0.813027006031,-1.59148817773,0.198162945372,-0.101837054628,0.398162945372,-0.201837054628,-0.601837054628,-1.00183705463,-0.601837054628,-0.101837054628,-0.601837054628,-1.20183705463,-0.601837054628,-0.801837054628,-0.201837054628,-0.351837054628,-0.401837054628,0.398162945372,0.148162945372,0.398162945372,-0.201837054628,0.598162945372,-0.00183705462812,0.398162945372,0.398162945372,-0.201837054628,0.398162945372,-1.20183705463,0.598162945372,0.148162945372,0.598162945372,1.39816294537,0.398162945372,0.398162945372,0.398162945372,1.39816294537,
