0,0,2
0.0478788207102,0.229545488792,0.371212126348,-0.828787873652,-0.628787873652,
0.797867653382,-0.170440399747,-0.228788075551,-0.428788075551,-0.328788075551,0.371211924449,-0.328788075551,-0.578788075551,0.671211924449,-0.0287880755512,0.571211924449,1.42121192445,-0.328788075551,-0.828788075551,-0.578788075551,0.171211924449,-0.328788075551,-0.428788075551,0.371211924449,-0.162121408885,
