0,0,2
-0.932091198713,-0.38600710466,0.758326362053,0.208326362053,0.558326362053,0.358326362053,0.558326362053,0.558326362053,0.158326362053,
-1.33209128056,-0.786007145433,-0.241673662555,-1.04167366256,-0.291673662555,-0.441673662555,-0.0416736625553,-0.641673662555,0.958326337445,0.458326337445,0.358326337445,-1.04167366256,-0.541673662555,-0.641673662555,-0.841673662555,-0.241673662555,-0.541673662555,-0.541673662555,-0.441673662555,0.358326337445,0.358326337445,-0.0416736625553,0.208326337445,0.958326337445,0.158326337445,-0.641673662555,0.158326337445,0.558326337445,0.458326337445,0.558326337445,-0.0416736625553,0.758326337445,0.958326337445,0.558326337445,0.958326337445,0.958326337445,
