0,0,2
-0.0500235269742,0.619946440602,0.480000663345,0.0800006633448,-0.0866660033218,
0.850015916798,-1.18010044429,-0.520000825616,0.0799991743845,0.679999174384,0.279999174384,0.479999174384,0.0799991743845,-0.720000825616,-0.320000825616,-0.120000825616,0.279999174384,0.0799991743845,0.0799991743845,-0.720000825616,-0.170000825616,0.879999174384,0.0799991743845,0.0799991743845,0.579999174384,
