0,0,2
0.136719258177,-0.0957350251982,0.907983552245,-0.092016447755,0.907983552245,0.157983552245,0.407983552245,
0.386719258177,-0.295735025198,0.907983552245,-1.34201644775,0.507983552245,0.107983552245,0.907983552245,0.707983552245,-0.092016447755,-0.092016447755,0.307983552245,0.707983552245,0.107983552245,-0.292016447755,-0.292016447755,-0.892016447755,0.707983552245,-1.29201644775,-0.342016447755,0.707983552245,0.907983552245,-0.092016447755,-0.892016447755,-0.692016447755,-0.292016447755,0.307983552245,-0.292016447755,-0.092016447755,
