,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-1.2490838616791233,-0.334113566056784,0.249893275301309,-0.35010672469869064,-0.15010672469869135,-0.35010672469869064,0.4498932753013092,0.049893275301308826,0.4498932753013092,-0.250106724698691,-0.41677339136535885,-0.500106724698691,0.41655994196797685,0.049893275301308826,0.8498932753013086,0.4498932753013092,-0.15010672469869135,0.249893275301309,0.749893275301309,0.6498932753013094,0.8498932753013086,0.249893275301309,-0.250106724698691,-0.500106724698691,0.8498932753013086,0.8498932753013086,0.249893275301309,0.8498932753013086,-0.15010672469869135,-0.35010672469869064,-0.750106724698691,-0.750106724698691,-0.9501067246986912,-1.000106724698691,-0.08344005803202315,0.249893275301309,0.4498932753013092,0.6498932753013094,0.049893275301308826,-0.08344005803202315
1,-0.04908385321644548,-0.5341135797835399,-0.7501067407452906,1.0498932592547092,-0.35010674074529025,-0.35010674074529025,-0.7501067407452906,-1.150106740745291,-0.08344007407862275,-0.41677340741195845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
