,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.5574363715058075,-0.13062745068403903,-0.9813236073530378,-0.18132360735303799,0.018676392646962192,-0.7313236073530378,0.41867639264696255,0.5186763926469622,0.018676392646962192,-0.7313236073530378,-0.4813236073530378,-0.31465694068636996,0.018676392646962192,0.018676392646962192,0.018676392646962192,-0.18132360735303799,0.2686763926469622,0.7686763926469622,0.21867639264696237,-0.5813236073530375,-0.2313236073530378,0.5186763926469622,0.6186763926469618,0.41867639264696255
1,-0.04256362886330578,0.5693725434128423,-0.18132361332148328,-0.18132361332148328,-0.18132361332148328,-0.18132361332148328,,,,,,,,,,,,,,,,,,
