0,0,2
-0.18759658413,-0.00666926769661,0.200219484225,0.000219484225423,0.400219484225,0.000219484225423,
0.0124034158699,-0.00666926769661,0.000219484225423,0.000219484225423,0.000219484225423,0.200219484225,0.000219484225423,0.200219484225,0.000219484225423,0.400219484225,0.200219484225,0.200219484225,0.200219484225,0.200219484225,0.200219484225,0.800219484225,-0.799780515775,-0.199780515775,0.000219484225423,0.000219484225423,0.000219484225423,-0.599780515775,-0.999780515775,0.000219484225423,
