,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,2014-05-17,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-06-02,2014-06-03,2014-06-04,2014-06-05,2014-06-06
1,0.5345905114718947,0.13495555217680177,0.39591133590816874,0.0008968822682939859,-0.7996041375169112,-0.40291989115222204,-0.25434626678258354,0.14297946467142886,-0.055547160335591705,-0.0008082066588714909,-0.7989825219024009,-0.25195329155155477,0.7986799762212167,0.0002757875418728517,-0.000896865191734264,0.4490751825540844
2,2014-05-28,2014-05-29,2014-05-30,2014-05-31,2014-06-01,,,,,,,,,,,
3,-0.4000626138045238,-0.004228893698298819,0.34325225860618414,-0.05854473460866494,-0.22075976611015768,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,
5,0.01,0.1,0.01,rbf,,,,,,,,,,,,
