,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-09,2014-04-10,2014-04-11,2014-04-12
1,-0.8833703085878106,0.9166230954185055,-0.583344404012851,-0.33334099792962313,-0.8833412542716568,-0.08334305542445986,0.24998096052400065,0.41664830818167786,0.9166702164215916,-0.4166628647852981,0.66665790919774,0.416662866478136
2,2014-04-05,2014-04-06,2014-04-07,2014-04-08,,,,,,,,
3,0.3166576275166877,0.31667135161800886,-0.08332075129071193,-0.2833231806900889,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.5,0.1,0.0001,sigmoid,,,,,,,,
