,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-0.008062446706187387,0.03869618873434,-0.32322214258846405,-0.7524547399625563,0.5000000719070963,0.1747457404423871,0.2651120313990667,0.23176339089749476,-0.04956614257727843,-0.980985188746752,0.2918862138066105,0.5958984307170843,0.8012237809992611,-0.4640967706546473,0.3276298999597973,0.5274901685950555,0.6642744818540862,0.4344709726277154,0.28785868454602337,-0.49999832311006553,0.38323887351930175,-0.21250371747832375,0.01429251902349371,0.09243725589530793,-0.4740825383285703,-0.274397266329685,-1.0386288331993736,0.2215561441395275
2,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,,,,,,,,,,,,,,,,,,,,
3,0.22099508765611553,-0.2694880136385702,0.3331671460799086,-0.3895118464716658,0.43922052897751573,-0.3992105710227989,1.022429614897094,-0.04226172598224842,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5,0.5,0.1,poly,,,,,,,,,,,,,,,,,,,,,,,,
