,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-10,2014-04-11,2014-04-12,2014-04-13
1,0.14997919959332595,-0.10000862806989463,0.39999634575213605,0.40000357406931286,-0.09999136734186909,-0.09999222275606634,-0.09999746714295465,-0.6000042770604024,-0.10001285955067019,-0.10002381491333523,0.6499911081494192,0.10000414023382032
2,2014-04-06,2014-04-07,2014-04-08,2014-04-09,,,,,,,,
3,-0.10001773909982425,-1.350008556245295,-0.5000209736056398,0.09997461479947045,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.1,0.1,0.0001,sigmoid,,,,,,,,
