,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19
1,-0.1001008186265544,0.09992495766471254,-0.09997925331794288,0.09997915805107915,-0.09994165335366123,0.29994714110446985,0.10007230528121536,0.10012619254425914,0.10012077692279409,0.1002406329758756,0.10013336699296982,0.7001817027849881,-0.8995798136603517,-0.29993493796070236,-0.09984990128502247,-0.09992045523125448,-0.09992992436776049,-0.7001067814706516,-1.1005431443007216,-0.10131181920404408
2,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,,,,,,,,,,,,,,
3,-0.3001285051772866,-0.100339253310187,0.0991866966764734,-0.10035347870518585,0.2997678805178712,-0.09992041041424393,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,
5,0.1,1.5,0.0001,sigmoid,,,,,,,,,,,,,,,,
