predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,gsm,amusement,system
2014-03-30,AS14.07,2014-03-26-2014-03-29,6.2,0,1,7.1625,0.21250000000000002,0.875,0.08324241881041927,0.12285039930707882,0.046458472222222234,0.018289664351851854,0.003502181712962964,0.411764705882353,0.026212097800925926,0.025287500000000008
2014-03-31,AS14.07,2014-03-27-2014-03-30,4.333333333333333,1,0,7.0625,0.21250000000000002,0.725,0.07306235105285876,0.12154901041821752,0.04537998842592594,0.019996796875000004,0.0036824739583333336,0.27941176470588236,0.02428144097222222,0.023436956018518522
2014-04-01,AS14.07,2014-03-28-2014-03-31,6.6,1,0,6.445833333333333,-0.0875,0.625,0.06347880825747519,0.1316145978053963,0.04584477141203704,0.020178943865740744,0.004134117476851852,0.22058823529411764,0.034502922453703705,0.02263121238425926
2014-04-02,AS14.07,2014-03-29-2014-04-01,5.5,1,0,6.033333333333333,-0.4,0.45,0.05914441214126347,0.13657888888691866,0.053400147569444445,0.01770721354166667,0.002261741898148148,0.36764705882352944,0.04200764467592593,0.01856083912037037
2014-04-03,AS14.07,2014-03-30-2014-04-02,6.2,1,0,5.658333333333333,-0.7625,0.2625,0.08772231205785327,0.14455122395246117,0.06001612268518519,0.01616383391203704,0.0034298929398148136,0.5441176470588236,0.03148581886574074,0.02485239872685186
2014-04-04,AS14.07,2014-03-31-2014-04-03,6.5,0,1,5.658333333333333,-0.9125,0.3125,0.09464481619270272,0.14262199362877895,0.06031954282407407,0.014562934027777776,0.003427922453703703,0.5735294117647058,0.040949939236111114,0.022862641782407416
2014-04-05,AS14.07,2014-04-01-2014-04-04,6.0,0,1,6.2,-0.85,0.3125,0.09421089109529329,0.13346728587868034,0.06022887731481482,0.01166363715277778,0.0029745486111111097,0.6176470588235294,0.03481700231481481,0.021544458912037046
2014-04-06,AS14.07,2014-04-02-2014-04-05,6.75,0,1,6.05,-0.6,0.2791666666666667,0.13184697191647296,0.10649271412028204,0.04278734085648149,0.012170541087962963,0.0034065451388888873,0.661764705882353,0.022121397569444444,0.023630902777777785
2014-04-07,AS14.07,2014-04-03-2014-04-06,5.4,1,0,6.3625,-0.475,0.4666666666666667,0.10687904948314277,0.09007674479857083,0.03862834780092594,0.01405015046296296,0.0013479079861111116,0.4852941176470588,0.024093145254629633,0.01485371238425926
2014-04-08,AS14.07,2014-04-04-2014-04-07,6.8,1,0,6.1625,-0.525,0.4666666666666666,0.104444220794209,0.11549041377794411,0.04242205150462963,0.023581493055555555,0.0005800578703703704,0.42647058823529416,0.02932514178240741,0.017465286458333333
2014-04-09,AS14.07,2014-04-05-2014-04-08,6.4,1,0,6.2375,-0.4375,0.6166666666666666,0.11123688194689497,0.1146311458317494,0.04895640625,0.021327960069444443,0.00043199652777777784,0.3088235294117647,0.02679555555555555,0.016458217592592594
2014-04-10,AS14.07,2014-04-06-2014-04-09,6.2,1,0,6.3375,-0.6875,0.6,0.0711077866541939,0.13880389756695538,0.05168557002314816,0.019588680555555554,0.0,0.16176470588235295,0.02916548611111111,0.013131733217592591
2014-04-11,AS14.07,2014-04-07-2014-04-10,3.5,0,1,6.2,-0.4,0.35,0.08176842911630695,0.13288874999723502,0.04713960937500001,0.019860008680555555,6.417534722222224e-05,0.23529411764705882,0.027607647569444442,0.01286138888888889
