Fold,MAE,MSE,RMSE,User
1,0.4051632499694824,0.2379932030966257,0.48784547050949,AS14.01
1,0.5710620520771413,0.5239960681063378,0.7238757269769016,AS14.02
1,0.29487001328241247,0.14821272378683217,0.3849840565358937,AS14.03
1,0.3350974645370093,0.35445420698206104,0.5953605688841519,AS14.05
1,0.4440789745699974,0.2864531195525669,0.535213153381498,AS14.06
1,0.9341482090693647,1.3992284697233064,1.1828898806411805,AS14.07
1,0.3684269171494704,0.21076234918728504,0.4590886071198947,AS14.08
1,0.6221754097644194,0.49574506546633357,0.7040916598471634,AS14.09
1,0.4404917009415165,0.256221065737903,0.5061828382490886,AS14.12
1,0.7769569827664284,1.0539176989965904,1.0266049381317968,AS14.13
1,0.46180015352037207,0.30356800191129263,0.5509700553671611,AS14.14
1,0.2357203234796939,0.13327272636606444,0.3650653727294119,AS14.15
1,0.42849099931262785,0.3201046910242815,0.5657779520485766,AS14.16
1,0.21219866045059707,0.10459377464607816,0.3234096081536202,AS14.17
1,0.3074635841732934,0.1663897099236209,0.40790894807986366,AS14.19
1,0.31446316760519283,0.17044656829749208,0.41285175099240173,AS14.20
1,0.2583299827575684,0.1698771394423596,0.4121615453221705,AS14.23
1,0.3135300318400066,0.2808566154180808,0.529959069568661,AS14.24
1,0.42918355506763123,0.2716513392751868,0.5212018220182915,AS14.25
1,0.6567167536417643,0.5435683228567335,0.7372708612557081,AS14.26
1,0.4601680382438328,0.43090812659892763,0.6564359272609381,AS14.27
1,0.5413698796872739,0.43424056195054483,0.6589693179128637,AS14.28
1,0.44144776385763407,0.29761006059362477,0.5455364887829455,AS14.29
1,0.19540927160353883,0.09104879293750621,0.30174292524847407,AS14.30
1,0.27156123700349233,0.14039700140637884,0.3746958785553677,AS14.31
1,0.5154014968872069,0.5238736513270487,0.7237911655491857,AS14.33
2,0.43475218636648993,0.2712483388388749,0.5208150716318364,AS14.01
2,0.5261587364086205,0.49382673810680133,0.7027280683926047,AS14.02
2,0.2934845570155551,0.15102231463439234,0.38861589601352176,AS14.03
2,0.3550029118855794,0.36503828617242906,0.6041839837106153,AS14.05
2,0.4236188150221301,0.25935202676468994,0.5092661649517765,AS14.06
2,0.7896219304812852,1.1846334125644016,1.0884086606437866,AS14.07
2,0.36934909739046035,0.19591478534921272,0.44262262182271334,AS14.08
2,0.678696260334533,0.5955990739927517,0.7717506553238239,AS14.09
2,0.3844029888030022,0.227160042720365,0.4766130954142626,AS14.12
2,0.6839096623082315,0.9871419852058209,0.9935501925951304,AS14.13
2,0.5235210122002496,0.3963583587656854,0.6295699792443136,AS14.14
2,0.14975208199542508,0.04748224508103072,0.21790421079233582,AS14.15
2,0.5297809364682152,0.41121101439322194,0.6412573698548983,AS14.16
2,0.21861156340568305,0.10392807205952671,0.3223787711055533,AS14.17
2,0.4049817157927014,0.2702677472956019,0.5198728183850372,AS14.19
2,0.32895031942837477,0.17509914704839782,0.41844849987590804,AS14.20
2,0.27534435907999677,0.19304538916871572,0.4393693084054867,AS14.23
2,0.38018799162747574,0.3075372161559817,0.5545603809829743,AS14.24
2,0.37053281549821815,0.17685496782150875,0.4205412795689726,AS14.25
2,0.6085026041666667,0.4672714636016778,0.6835725737635162,AS14.26
2,0.42562533668849784,0.37286022696191923,0.6106228189004398,AS14.27
2,0.42966419149328167,0.29999923167882586,0.5477218561266529,AS14.28
2,0.43100530375605023,0.31906858218041895,0.5648615601901221,AS14.29
2,0.17879735401698518,0.0724671622066331,0.2691972551989212,AS14.30
2,0.19680875695270048,0.09544703485497257,0.30894503532986667,AS14.31
2,0.5549797248840331,0.5405418428829909,0.7352155077818958,AS14.33
3,0.36206998280116487,0.2190198601543179,0.46799557706704653,AS14.01
3,0.48949717369632434,0.31503256210160135,0.5612776158921727,AS14.02
3,0.3076029223487489,0.15870738538064746,0.3983809550927949,AS14.03
3,0.3286482456402901,0.31168928225436726,0.5582913954686811,AS14.05
3,0.43445606539326326,0.2703253298549336,0.5199281968261903,AS14.06
3,0.8049741591176678,1.0810066900131834,1.0397147156855977,AS14.07
