0,1,0
-0.266666666667,-0.333333333333,0.35,-0.266666666667,
-1.06666666667,-0.333333333333,-0.4,-0.466666666667,-0.283333333333,-0.6,-0.166666666667,-0.233333333333,-0.8,-0.866666666667,-0.933333333333,-1.5,-1.06666666667,-2.38333333333,-1.6,-1.06666666667,
