4,2,0
-0.231527999105,0.406246325415,-0.468452341655,-0.429351701814,0.0437769550231,
0.518472000895,-2.19375367459,-1.06845234166,-0.429351701814,0.143776955023,-0.539251670285,-0.58926688825,-1.14768598186,-2.04303563605,-1.8597877041,-1.94103092406,-1.81995796884,-2.23818322405,-2.48228163272,-3.57810011831,-3.5143604513,-3.43366315281,-3.35012501256,-4.0875388845,-4.63087873272,
