,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.5025584047165861,-0.2823568649450543,-1.1054770226671469,0.7278563106661853,-0.10547702266714687,0.8945229773328531,-0.10547702266714687,-0.10547702266714687,0.09452297733285331,0.14452297733285313,-0.10547702266714687,-0.35547702266714687,-0.2721436893338147,0.2945229773328535,0.14452297733285313,-0.7054770226671465
1,-0.3025584047165859,1.917643135054945,0.8945229773328531,0.694522977332853,,,,,,,,,,,,
