1,2,0
-0.184947064596,0.066407319954,0.00100294399919,-0.425859820682,-0.823654876635,0.309560446066,
-0.184947064596,0.066407319954,0.00100294399919,0.174140179318,0.176345123365,0.509560446066,0.351136119287,0.665252432751,0.530844198371,1.03718388479,0.918442711803,1.02316227761,1.11554840908,1.2219954335,1.32304039218,2.03303510993,0.541396669798,1.25592882724,1.37087715751,1.69048492583,2.01162318351,1.93659919145,2.46371159455,2.19421495797,
