0,1,0
0.632258064594,0.064516129189,0.346774193783,0.329032258378,-0.338709677028,-0.206451612433,-0.974193547839,0.258064516756,
1.03225806459,0.814516129189,0.846774193783,-0.0709677416221,0.561290322972,0.593548387567,0.225806452161,-0.341935483244,0.79032258135,0.522580645945,0.604838710539,0.787096775134,0.669354839728,-0.298387095677,0.883870968917,1.11612903351,1.34838709811,0.180645162701,1.2129032273,1.44516129189,1.67741935648,1.50967742108,1.34193548567,0.574193550268,1.20645161486,0.838709679456,1.37096774405,0.703225808645,1.53548387324,0.567741937834,2.00000000243,1.03225806702,
