0,0,0
-0.689285714286,-0.439285714286,-0.339285714286,-0.605952380952,0.260714285714,0.310714285714,1.06071428571,
-0.189285714286,0.310714285714,-0.739285714286,0.810714285714,0.860714285714,1.31071428571,1.06071428571,0.810714285714,0.0607142857143,0.660714285714,-0.739285714286,0.660714285714,0.310714285714,0.560714285714,-0.139285714286,-0.739285714286,0.260714285714,-0.439285714286,-0.939285714286,-0.139285714286,0.0607142857143,-0.939285714286,-1.13928571429,-0.939285714286,-1.43928571429,0.0607142857143,-0.339285714286,1.06071428571,
